// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper,HExp
2018,DUNEYRR,Duneyrr,Duneyrr,135,168960,1,325709,234161,1,1548,3096,125,27,85,42,57,3,95,51,10,12,1,7,62,0x3295,200,672,420,360,0,0,0,0,0,0,0,0,0,6020,4000,6089,500,0,0,0,0,0,0,6224,10,0,0,0,0,0,0,24504
1681,GEMINI,Gemini-S58,Gemini-S58,135,168960,1,325709,234161,3,1548,3096,125,27,85,42,57,3,95,51,10,12,1,0,21,0x6203885,200,1872,360,864,0,0,0,0,0,0,0,7005,3000,603,1000,0,0,0,0,0,0,7479,6,0,0,0,0,0,0,0,0,24504
2254,SOHEON,Soheon,Samurai Soheon,137,171600,1,330534,237630,2,1568,3136,127,27,86,43,58,3,96,52,10,12,1,7,64,0x2003695,120,1000,1008,432,0,0,0,0,0,0,0,0,0,617,3000,616,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24867
2693,C4_RAKE_SCARABA,Furious Rake Scaraba,Furious Rake Scaraba,139,174240,1,335360,241099,1,1591,3182,129,28,87,44,59,3,98,53,10,12,1,4,42,0x2003885,150,588,768,480,0,0,0,0,0,0,0,6321,6500,701,1500,0,0,0,0,993,1,0,0,0,0,0,0,0,0,0,0,25231
2020,RHYNCHO,Rhyncho,Rhyncho,139,174240,1,335360,241099,1,1591,3182,129,28,87,44,59,3,98,53,10,12,1,0,61,0x308D,240,576,660,420,0,0,0,0,0,0,0,7326,5000,972,5,6087,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25231
1638,SHECIL,Shecil,Cecil Damon,141,176880,1,478301,244568,9,1618,3236,131,28,89,44,60,3,99,53,10,12,1,7,64,0x3095,180,76,384,288,0,0,0,0,0,0,0,7345,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25594
2875,C3_CELIA,Celia Ringleader,Celia Ringleader,141,176880,1,478301,244568,1,1618,3236,131,28,89,44,60,3,99,53,10,12,1,7,68,0x3295,150,1152,384,288,0,0,0,0,0,0,0,7345,2000,0,0,0,0,985,100,0,0,0,0,0,0,0,0,0,0,0,0,25594
3020,FIRE_CONDOR,Fire Condor,Fire Condor,141,176880,1,478301,244568,1,1618,3236,131,28,89,44,60,3,99,53,10,12,1,2,43,0x0000081,110,1148,648,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25594
2285,GLD_KOBOLD_2,Abysmal Kobold,Dark Hammer Kobold,142,177760,1,481693,246302,1,1625,3250,132,28,89,45,60,3,100,54,10,12,1,7,45,0x2003695,200,1528,528,360,0,0,0,0,0,0,0,999,50,1034,2668,912,350,985,13,0,0,0,0,0,0,0,0,0,0,0,0,25775
2134,PARUS,Parus,Parus,142,177760,1,481693,246302,1,1625,3250,132,28,89,45,60,3,100,54,10,12,0,2,42,0x3885,180,384,792,432,0,0,0,0,0,0,0,6393,5000,7063,1000,0,0,6383,5000,6383,3000,6383,1000,0,0,0,0,0,0,0,0,25775
2136,LITTLE_FATUM,Little Fatum,Little Fatum,142,177760,1,481693,246302,1,1625,3250,132,28,89,45,60,3,100,54,10,12,0,7,44,0x3885,150,432,300,432,0,0,0,0,0,0,0,6395,5000,7938,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25775
2363,MENBLATT,Menblatt,Menblatt,143,179520,1,485085,248037,3,1640,3280,133,28,90,45,61,3,101,54,10,12,1,4,44,0x2003695,145,472,1056,480,0,0,0,0,0,0,0,0,0,7168,2000,7163,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25957
2758,C5_MENBLATT,Elusive Menblatt,Elusive Menblatt,143,179520,1,485085,248037,3,1640,3280,133,28,90,45,61,3,101,54,10,12,1,4,44,0x2003695,145,472,1056,480,0,0,0,0,0,0,0,0,0,7168,1000,7163,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25957
2133,ANGRA_MANTIS,Angra Mantis,Angra Mantis,144,180400,1,488478,249771,1,1642,3284,133,29,90,45,61,3,101,54,10,12,1,4,42,0x2003885,150,576,480,480,0,0,0,0,0,0,0,6086,5000,7194,1000,997,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26138
2132,POM_SPIDER,Pom Spider,Pom Spider,145,181280,1,491870,251506,1,1660,3320,134,29,91,45,61,3,102,55,10,12,1,4,62,0x2003885,250,864,1056,576,0,0,0,0,0,0,0,0,0,0,0,1042,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26320
2474,MG_F_UNDEAD_KNIGHT,2nd Commander of Destruction,2nd Commander of Destruction,145,181280,1,491870,251506,2,1660,3320,134,29,91,45,61,3,102,55,10,12,1,1,49,0x0203695,120,350,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26320
2365,CENERE,Cenere,Cenere,146,183040,1,495262,253240,1,1675,3350,135,29,92,46,62,3,103,55,10,12,0,3,24,0x2003695,300,1500,720,360,0,0,0,0,0,0,0,0,0,7322,1000,7001,3000,7320,2000,0,0,0,0,0,0,0,0,0,0,0,0,26501
2023,DARK_SHADOW,Dark Shadow,Dark Shadow,147,183920,1,498654,254975,1,1681,3362,136,29,92,46,62,3,103,56,10,12,0,0,47,0x2003095,220,768,1776,648,0,0,0,0,0,0,0,7205,5000,0,0,0,0,6089,1000,0,0,0,0,6224,10,0,0,0,0,0,0,26683
2281,GLD_DARK_SHADOW,Abysmal Dark Shadow,Dark Shadow,147,183920,1,498654,254975,1,1681,3362,136,29,92,46,62,3,103,56,10,12,0,0,47,0x2003695,220,768,1776,648,0,0,0,0,0,0,0,7205,2500,0,0,0,0,6089,500,0,0,0,0,0,0,0,0,0,0,0,0,26683
2368,LICHTERN_Y,Yellow Lichtern,Lichtern,147,183920,1,498654,254975,1,1681,3362,136,29,92,46,62,3,103,56,10,12,0,0,88,0x2003695,150,0,3456,480,0,0,0,0,0,0,0,1000,2000,1001,2000,997,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26683
3022,FIRE_FRILLDORA,Fire Frilldora,Fire Frilldora,147,183920,1,498654,254975,1,1681,3362,136,29,92,46,62,3,103,56,10,12,1,2,63,0x0000081,130,1540,720,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26683
2366,ANTIQUE_BOOK,Antique Book,Antique Book,148,185680,1,502046,256709,1,1695,3390,137,29,93,46,63,3,104,56,10,12,0,0,60,0x2003695,150,864,960,480,0,0,0,0,0,0,0,0,0,7015,2000,1097,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26864
2898,C2_ANTIQUE_BOOK,Solid Antique Book,Solid Antique Book,148,185680,1,502046,256709,1,1695,3390,137,29,93,46,63,3,104,56,10,12,0,0,60,0x2003695,150,864,960,480,0,0,0,0,0,0,0,0,0,7015,1000,1097,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26864
3023,FIRE_GOLEM,Fire Golem,Fire Golem,148,185680,1,502046,256709,1,1695,3390,137,29,93,46,63,3,104,56,10,12,2,0,83,0x003885,200,1608,816,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26864
2367,LICHTERN_B,Blue Lichtern,Lichtern,149,186560,1,505439,258444,1,1710,3420,138,30,94,47,63,3,105,56,10,12,0,0,81,0x2003695,150,480,1728,480,0,0,0,0,0,0,0,1000,2000,1001,2000,995,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27046
2369,LICHTERN_R,Red Lichtern,Lichtern,149,186560,1,505439,258444,1,1710,3420,138,30,94,47,63,3,105,56,10,12,0,0,83,0x2003695,150,0,4032,480,0,0,0,0,0,0,0,1000,2000,1001,2000,994,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27046
3251,GC109,Machine Component,Machine Component,149,186560,1,505439,258444,1,1710,3420,138,30,94,47,63,3,105,56,10,12,0,0,47,0x0000085,120,1000,500,600,0,0,0,0,0,0,0,7512,1000,7507,1500,7319,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27046
1867,BANSHEE,Banshee,Banshee,150,117440,1,508831,260178,1,1715,3430,139,30,94,47,63,3,105,57,10,12,1,6,47,0x2003695,150,676,504,504,0,0,0,0,0,0,0,7751,3000,0,0,0,0,0,0,934,1500,7054,5335,6223,1,0,0,0,0,0,0,27227
2075,E_VADON_X,Ragunta,Ragunta,150,187440,0,508831,260178,1,1715,3430,139,30,94,47,63,3,105,57,10,12,2,5,88,0x6283695,150,1632,432,540,0,0,0,0,0,0,0,960,5000,7095,3000,7093,3000,984,1000,985,500,7444,50,617,10,0,0,0,0,0,0,27227
3027,FULBUK,Fire Bug,Fire Bug,150,187440,1,508831,260178,1,1715,3430,139,30,94,47,63,3,105,57,10,12,1,1,29,0x0000001,120,1288,288,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27227
2183,MD_ANOLIAN,Mutant Anolian,Deep Sea Anolian,151,189200,1,512223,261913,1,1730,3460,140,30,95,47,64,4,106,57,10,12,1,5,41,0x6203295,190,900,500,864,0,0,0,0,0,0,0,7003,2425,0,0,0,0,0,0,0,0,0,0,984,67,0,0,0,0,0,0,27409
2184,MD_OBEAUNE,Deepsea Mermaid,Deep Sea Obeaune,151,189200,1,512223,261913,1,1730,3460,140,30,95,47,64,4,106,57,10,12,1,6,61,0x6203295,200,1872,672,288,0,0,0,0,0,0,0,995,7,950,4500,0,0,0,0,720,5,951,250,748,15,0,0,0,0,0,0,27409
2185,MD_KAPHA,Transform Kapha,Deep Sea Kapha,151,189200,1,512223,261913,1,1730,3460,140,30,95,47,64,4,106,57,10,12,1,6,41,0x6203295,165,2012,1728,672,0,0,0,0,0,0,0,7149,3250,7053,1750,0,0,0,0,708,1,0,0,0,0,0,0,0,0,0,0,27409
2370,LICHTERN_G,Green Lichtern,Lichtern,151,189200,1,512223,261913,1,1730,3460,140,30,95,47,64,4,106,57,10,12,0,0,82,0x2003695,100,0,2304,480,0,0,0,0,0,0,0,1000,2000,1001,2000,996,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27409
2477,NG_WANDER_MAN,Nightmare Wander Man,Nightmare Wander Man,151,189200,1,512223,261913,2,1730,3460,140,30,95,47,64,4,106,57,12,12,1,6,24,0x2003695,100,672,500,192,0,0,0,0,0,0,0,7005,4850,616,2,0,0,0,0,0,0,984,110,0,0,0,0,0,0,0,0,27409
3252,DR815,Machine Component,Machine Component,153,191840,1,519007,230496,1,1752,3504,142,31,96,48,65,4,108,58,10,12,1,0,27,0x0000085,135,1500,600,500,0,0,0,0,0,0,0,7512,1000,7507,1500,7319,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27772
2371,FAITHFUL_MANAGER,Faithful Manager,Faithful Manager,155,194480,1,525792,233509,3,1773,3546,144,31,97,49,66,4,109,59,10,12,2,0,80,0x2003695,200,480,1536,480,0,0,0,0,0,0,0,0,0,0,0,970,50,971,50,0,0,0,0,0,0,0,0,0,0,0,0,28135
2918,TIME_KEEPER,Time Keeper,Time Keeper,155,194480,1,525792,233509,3,1773,3546,144,31,97,49,66,4,109,59,10,12,2,0,80,0x91,200,1072,672,384,0,0,0,0,0,0,0,1095,3000,7054,3000,999,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28135
2919,NEO_PUNK,Neo Punk,Neo Punk,155,194480,1,525792,233509,1,1773,3546,144,31,97,49,66,4,109,59,10,12,0,3,24,0x3095,300,1500,500,1000,0,0,0,0,0,0,0,7001,3000,715,500,1061,500,1057,1500,0,0,0,0,0,0,0,0,0,0,0,0,28135
1703,SOLACE,Solace,Lady Solace,156,125360,1,529184,235016,2,1787,3574,144,31,98,49,66,4,110,59,10,12,1,8,66,0x6203295,180,576,420,360,0,0,0,0,0,0,0,7441,200,0,0,0,0,718,1000,0,0,0,0,7442,50,0,0,0,0,0,0,28316
2999,EP14_MORS_BOSSA,Morocc Necromancer,Morocc Necromancer,158,198000,1,535968,238029,1,1807,3614,146,32,99,49,67,4,111,60,12,12,1,7,60,0x6280085,100,300,384,288,0,0,0,0,0,0,0,0,0,603,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28679
2309,BUNGISNGIS,Bungisngis,Bungisngis,160,130640,0,542753,241042,1,1824,3648,148,32,100,50,68,4,112,60,10,12,2,7,42,0x2003695,200,1568,432,360,0,0,0,0,0,0,0,7054,1000,0,0,985,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29042
2228,G_RANDEL,Paladin Randel,Paladin Randel,160,200640,0,542753,241042,1,1824,3648,148,32,100,50,68,4,112,60,10,12,1,7,86,0x0203695,100,76,384,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29042
2229,G_FLAMEL,Creator Flamel,Creator Flamel,160,200640,0,542753,241042,1,1824,3648,148,32,100,50,68,4,112,60,10,12,1,7,83,0x0203695,100,76,384,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29042
2230,G_CELIA,Professor Celia,Professor Celia,160,200640,0,542753,241042,1,1824,3648,148,32,100,50,68,4,112,60,10,12,1,7,88,0x0203695,150,900,384,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29042
2231,G_CHEN,Champion Chen,Champion Chen,160,200640,5000,542753,241042,1,1824,3648,148,32,100,50,68,4,112,60,10,12,1,6,81,0x0203695,125,900,384,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29042
2564,GEFFEN_FENRIR,Geffen Fenrir,Fenrir,160,200640,1,542753,241042,1,1824,3648,148,32,100,50,68,4,112,60,10,12,1,7,48,0x6200085,200,900,864,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29042
2917,BIG_BELL,Big Bell,Big Bell,163,204160,1,521805,245561,1,1865,3730,151,33,102,51,69,4,115,62,10,12,1,0,60,0x3695,300,1020,500,768,0,0,0,0,0,0,0,1095,3000,0,0,7005,750,984,100,912,750,0,0,0,0,0,0,0,0,0,0,29587
2198,KING_DRAMOH,King Kray,King Dramoh,165,136800,0,528208,248574,1,1892,3784,153,33,104,52,70,4,116,62,10,12,2,5,41,0x0203695,140,576,720,720,0,0,0,0,0,0,0,6256,50,960,2500,943,2500,0,0,7938,100,995,25,991,25,0,0,0,0,0,0,29950
2920,ARC_ELDER,Arc Elder,Arc Elder,168,210320,1,537812,253094,3,1916,3832,156,34,105,53,71,4,118,63,10,12,2,7,80,0x3885,165,1552,900,336,0,0,0,0,0,0,0,7099,3000,7117,1000,0,0,0,0,616,2,0,0,7939,500,0,0,0,0,0,0,30495
2921,OWL_VISCOUNT,Owl Viscount,Owl Viscount,168,210320,1,537812,253094,1,1916,3832,156,34,105,53,71,4,118,63,10,12,2,6,60,0x0203695,195,1345,824,440,0,0,0,0,0,0,0,7071,2500,7063,1000,0,0,747,1,0,0,0,0,0,0,0,0,0,0,0,0,30495
2923,OWL_MARQUEES,Owl Marquis,Owl Marquis,170,212960,1,544214,256107,2,1947,3894,157,34,107,53,72,4,119,64,10,12,2,6,60,0x0203695,175,1345,824,440,0,0,0,0,0,0,0,7071,2000,7063,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30858
3074,TIMEHOLDER,Time Holder,Time Holder,170,212960,1,544214,256107,1,1947,3894,157,34,107,53,72,4,119,64,10,12,2,6,80,0x6283695,100,398,384,288,,0,0,0,0,0,0,1095,3000,0,0,7054,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30858
30125,Jounin_Konoha,Jounin Konoha,Jounin Konoha,175,203280,1,560221,263640,2,1978,3956,158,62,111,55,67,70,140,63,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10067,1500,10093,1500,10064,1500,1107,500,0,0,0,0,0,0,0,0,0,0,0,0,31765
30126,Jounin_Suna,Jounin Suna,Jounin Suna,175,203280,1,560221,263640,2,1978,3956,158,62,111,55,67,70,140,63,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10067,1500,983,1500,10064,1500,10032,1500,1107,500,0,0,0,0,0,0,0,0,0,0,31765
30127,Jounin_Nevoa,Jounin Nevoa,Jounin Nevoa,175,203280,1,560221,263640,2,1978,3956,158,62,111,55,67,70,140,63,10,12,2,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10067,1500,975,1500,10064,1500,1107,500,0,0,0,0,0,0,0,0,0,0,0,0,31765
30128,Jounin_Nuvem,Jounin Nuvem,Jounin Nuvem,175,203280,1,560221,263640,2,1978,3956,158,62,111,55,67,70,140,63,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10067,1500,693,1500,10064,1500,979,1500,1107,500,0,0,0,0,0,0,0,0,0,0,31765
30129,Jounin_Pedra,Jounin Pedra,Jounin Pedra,175,203280,1,560221,263640,2,1978,3956,158,62,111,55,67,70,140,63,10,12,2,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10067,1500,996,1500,10064,1500,10094,1500,1107,500,0,0,0,0,0,0,0,0,0,0,31765
30130,Jounin_Som,Jounin Som,Jounin Som,175,203280,1,560221,263640,2,1978,3956,158,62,111,55,67,70,140,63,10,12,2,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31765
30040,Fatninja,Fatninja,Fatninja,176,204120,1,545869,265146,3,2001,4002,159,63,111,55,67,71,141,64,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,6403,1500,901,1500,10100,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31947
30075,Ninja_Som2,Ninja Som,Ninja Som,178,206640,1,552072,268159,2,2028,4056,161,63,113,56,68,72,143,65,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,609,1500,10057,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32310
30055,Kidoumaru2,Kidoumaru,Kidoumaru,179,208320,1,555173,269666,5,2033,4066,162,64,113,56,69,72,144,65,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10021,1500,1606,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32491
30037,Choji_Shippuuden,Choji Shippuuden,Choji Shippuuden,180,209160,1,558275,271172,2,2035,4070,162,64,114,56,69,72,144,65,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10022,1500,6398,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32673
30085,Shikamaru_Shippuuden,Shikamaru Shippuuden,Shikamaru Shippuuden,181,210000,1,561376,272679,3,2058,4116,163,64,115,57,69,73,145,66,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10061,1500,10078,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32854
30053,Kiba_Shippuuden,Kiba Shippuuden,Kiba Shippuuden,181,210000,1,561376,272679,2,2058,4116,163,64,115,57,69,73,145,66,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,10042,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32854
30089,Tayuya2,Tayuya,Tayuya,181,210000,1,561376,272679,2,2058,4116,163,64,115,57,69,73,145,66,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32854
30045,Hinata_Shippuuden,Hinata Shippuuden,Hinata Shippuuden,182,211680,1,564478,274185,2,2062,4124,164,65,115,57,70,73,146,66,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10038,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33036
30049,Jirobou2,Jirobou,Jirobou,182,211680,1,564478,274185,6,2062,4124,164,65,115,57,70,73,146,66,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33036
30087,Shino_Shippuuden,Shino Shippuuden,Shino Shippuuden,183,212520,0,567579,275692,1,2082,4164,165,65,116,57,70,74,147,66,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10063,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33217
30057,Kimimaro2,Kimimaro,Kimimaro,183,212520,1,567579,275692,2,2082,4164,165,65,116,57,70,74,147,66,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10066,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33217
30050,Kabuto,Kabuto,Kabuto,184,213360,1,570681,277198,2,2090,4180,166,65,116,58,70,74,148,67,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10073,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33399
30078,Sakon2,Sakon,Sakon,185,215040,1,573782,278705,2,2092,4184,167,66,117,58,71,74,148,67,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,947,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33580
30083,Sasuke2,Sasuke,Sasuke,185,215040,1,573782,278705,2,2092,4184,167,66,117,58,71,74,148,67,10,12,2,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,10034,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33580
30114,Tenten_Shippuuden,Tenten Shippuuden,Tenten Shippuuden,193,224280,1,598595,290757,2,2196,4392,174,69,122,60,74,78,155,70,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10081,1500,2115,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35033
30060,Lee_Shippuuden,Lee Shippuuden,Lee Shippuuden,197,228480,1,617281,296783,2,2231,4462,178,70,125,62,75,79,158,71,10,12,1,7,80,0x0203695,180,800,384,288,0,0,0,0,0,0,0,10028,1500,10030,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35759
30072,Neji_Shippuuden,Neji Shippuuden,Neji Shippuuden,200,231840,1,626681,301302,1,2260,4520,180,71,126,62,76,80,160,72,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10092,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36303
30007,Bandido,Bandido,Bandido,202,234360,0,632948,304315,1,2288,4576,182,72,128,63,77,81,162,73,10,12,1,7,60,0x3695,180,1000,1080,336,0,0,0,0,0,0,0,7576,1500,7974,1500,625,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36666
30080,Sakura_Shippuuden,Sakura Shippuuden,Sakura Shippuuden,205,237720,1,642348,308835,2,2318,4636,185,73,130,64,78,82,164,74,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10068,1500,10036,1500,6128,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37211
30047,Itachi,Itachi,Itachi,215,252000,1,624887,326913,2,1799,3598,143,56,100,49,61,64,127,57,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10080,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39389
30097,Deidara,Deidara,Deidara,200,200200,1,502046,256709,2,1688,3376,134,53,94,46,57,60,119,54,10,12,2,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,1015,1500,10075,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26864
30006,Anbu,Anbu,Anbu,207,240240,0,648615,311848,1,2345,4690,187,74,131,65,79,83,166,75,10,12,1,2,20,0x3695,180,76,400,288,0,0,0,0,0,0,0,7069,1500,1108,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37574
30005,Cap_Anbu,Capitao Anbu,Capitao Anbu,232,269640,0,668082,349511,1,2646,5292,209,82,147,72,89,93,186,84,10,12,1,2,20,0x3695,180,1000,400,480,0,0,0,0,0,0,0,10070,1500,10060,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42112
30069,Naruto_Shippuuden,Naruto Shippuuden,Naruto Shippuuden,217,252000,1,624887,326913,1,2459,4918,196,77,137,68,83,87,174,79,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10096,1500,10055,1500,8114,1,10035,1500,0,0,0,0,0,0,0,0,0,0,0,0,39389
30082,Sasuke_Shippuuden,Sasuke Shippuuden,Sasuke Shippuuden,220,255360,0,633526,331433,1,2489,4978,198,78,139,69,84,88,176,80,10,12,1,7,80,0x0203695,180,900,384,288,0,0,0,0,0,0,0,10027,1500,7097,1500,10062,1500,1510,10,0,0,0,0,0,0,0,0,0,0,0,0,39933
30096,Asuma,Asuma,Asuma,230,267120,1,662323,346498,1,2600,5200,208,82,145,72,88,92,184,83,10,12,1,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,10098,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41749
30117,Yamato,Yamato,Yamato,235,273000,1,676721,354030,3,2657,5314,212,83,149,73,90,94,188,85,10,12,1,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,7111,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42656
30098,Gai,Gai,Gai,240,278880,1,697184,361563,2,2714,5428,217,85,152,75,92,96,192,87,10,12,1,7,80,0x2203695,150,800,384,288,0,0,0,0,0,0,0,10059,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43564
30131,Kakashi,Kakashi,Kakashi,240,278880,1,697184,361563,3,2714,5428,217,85,152,75,92,96,192,87,10,12,1,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,6399,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43564
30118,Zabuza,Zabuza,Zabuza,240,278880,1,697184,361563,2,2714,5428,217,85,152,75,92,96,192,87,10,12,1,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,991,1500,10065,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43564
30038,Darui,Darui,Darui,240,278880,1,697184,361563,2,2714,5428,217,85,152,75,92,96,192,87,10,12,1,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,10026,1500,10086,1500,10085,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43564
30076,Raikage,Raikage,Raikage,240,278880,1,697184,361563,2,2714,5428,217,85,152,75,92,96,192,87,10,12,1,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,10083,1500,10039,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43564
30063,Mifune,Mifune,Mifune,240,278880,1,697184,361563,6,2714,5428,217,85,152,75,92,96,192,87,10,12,1,7,80,0x0203695,150,900,384,288,0,0,0,0,0,0,0,10025,1500,7507,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43564
